block_number,gas_limit,block_time,transaction_count,block_size,network_utilization,average_gas_price,total_transaction_fees,number_of_uncles,difficulty,total_difficulty,transaction_hashes,failed_transaction_count
4889131,30000000,1702616280,83,93162,0.4476755,71023454454,953863814532650310,0,0,17000018015853232,"['0x7ea524f3355fd49c160deefc788d01077b5025d856abea865d97e4e514900cac', '0xce54f81b13a0d438448c4710a80977e1c4a4634ef03d9aacca17013089d846a4', '0x6cb6e9302ade9a5fa46341c655ecd406a4e5ed786ffea065e5f883639529e991', '0x33a9def811ca1bdc43f7e96518eb8a7e873d14e1627aebd86e52496d228675d1', '0xb0b83ef62e7829bf09d42f40890e8cbc07267d6b1dfbd077ffe5e5560dd8b986', '0x0b1236d698beadeea47169deaf8e76847528ba72de890b8a3420357a0da295ee', '0x80e66755a80ca7caba6c5f6e12f9c5eb7fefda76e64042b956bdf92d415e788e', '0x66ceca8a94bcc92a9e5c406ff7415664bbfc7edb74ecc2350b07f4edd3742a85', '0x36c6af6d3dd680bbcbf62a0820af5f108a968c398d78ebf2199d3ff12d2efd24', '0x307931ac82d87ca1bc81f0ceb22ea88684581f6c7ad806241bdde42951018989', '0x00d91b78445b1642cd35f1f9efd17b3e8da5d48b8a8a69af7d04091e0cabba29', '0x45a6674fb10403749db916d15fb180a2b8d4a8b82b9ad659d6372586a48e1803', '0x40bfc5a002ca17c6633f6231cb17e6332e47cb4e4e0888f357727a5232b168cf', '0x19428f02de2c348806f14e6069a4fc3cae5f09d385cd0040f5fdd4799ab9a61c', '0x22cab38808dfc6d2e0cf297f9fedcca6c0c309ddc53bbf9ee0c939ff4d682153', '0xafbbe06a3ef42e7bcda6b9dd4a0626f5450b4e87e11c841ad6a888eb51f451bc', '0x905b99e124391bbcb4e6bd38dac9c8ce4ef0d1ee82fe81ded64523768f4fc8b3', '0x955f1bf672cccf9aead25d33491fadc76b6e3e05b53ee291b599e7e702e3b306', '0xd3fc1b473f0e3b81410c53d60c52725c5ba82d0c1eab605c2f25e05bcdc40c4b', '0xc92547bb5af875d2a301c152e38d085f5e651aa57920844d730b4480e4d98f9f', '0xbefe67f574503118521ab06c26199c6d5cb2122f6d619500a8f878d628e9fc12', '0x79c34f876008646ce68b6ad61702138925fd7188aaf01b9aa731bcc6d9a6f295', '0x66a71ab5eee2134ad20800af657a9c885ac8de6743daadc46a78d30db6de4f89', '0xf1ab2c38ebc3ad71cdbbb198713a677a5f5c44cb423ef3b857bf628a1cb242cd', '0xff15074d694aa41bc1503ccd8221579110dcb57ec91b0b33bc809405e0db61a9', '0xb40507a40dc40d454b3325150b086b07c98a354cb785652c16fff374e70552fc', '0x8bc0d6f92dafe527e4b71e964e21149b3425cef738394b61faea3df41ca98ff0', '0x98038afb274cc6d94b87add34665136ca5ea30edb2d55836bf939138a7d9c2eb', '0xed860eee50a1fe30e76093714ebf5ff76415efe6e3daf66d2921267474ecc687', '0xe8dabbd671495622bafadca6d49dc2806ce822b3778bff2ae3f65ad323862e12', '0x1cb9b4c8fde75fbb65b6be0e5936a023fce20ee7ed3ee07aa7fdb73af5d815af', '0x6f358e27ce9f4b25b9a9103996487a2679e010a22a4e9cabef5d1d138ade7351', '0x4c7c7b7e18782c36b9a7f6f1b9c3e306974e722b5142fae68a934d13d1a8fbcb', '0x3bc188464b949788e1a5514f48d255d6552bc888f0bce4bce84e583553f1a08c', '0xd042069fc94607a54f2b20e1609bda5fae897b4b9ba1aff9f8bf459d850a6bdd', '0x532c0fdacb4fcf4ec9b362a19feb4b3c87622c6b3c41ea36c034a2c865818f85', '0x89114272f079eeec012510c45a3b85891fe39b556fcba987bb517aa5f0a2efd4', '0x201b59719cfcc92fa3203bafb328dc88b6eddecf4d2bfd99aadb5ca88df06ab9', '0x5193e4cfc5e0a73f6719237171d136a4a0f923c17de01e05e8fc5a31f570fb9c', '0x1e5f1cdeae95c601e06644c40316d9ebdea9dadfa0c28f843ab26b47bbec2fec', '0xcdf995a09a7f88be1ae0beb0a55ef1ed64189780d5c842881a309f307c25fb84', '0xc1dd69f92f42e87bbeb07b7436dc7dc29231b43ff86bb57595b1803d6887564c', '0x583a470c01d783b42880d32f08e8fc12c65a9652e248b7a22f361bb681f16088', '0x8e3b95eab281967ac507be2723a940a7a682751a17a4c15c1cbc784ca28bbc8a', '0x14fa6f43f18ccb3f23c958a2621d2ec1b9b350454c14413a982061e93968385f', '0x6a16f1a5fbaac14738738a24c1c0b24dab732fc7d97ad8550588e49c4ffb4149', '0x2e994c5ad47a73fabd16576bef5b52efcec3694d2537e03161ed369b50d80a89', '0xe94983bc9b9841904733474fc0b4a80ec36c7bf6bbe46e0249315e794ec4a673', '0x56e2f083f523c74d9dc73816cdc93c7ba582884ae821b5af8c2dd955c3401ebd', '0x85828459528058e483d15bd4d04fcfc371b6a2e17c18bf9a162f6db0426c0582', '0x99274ea3f10011e0f1216842543a9be11c1339e4ee1ef9c86aca08b5a350987e', '0x5531d72e5c9e7cd50c19f7be7d34df069255c14a773c0f0381e9f4703643f9cb', '0xa22e95ee52156cc7a01ea4926dabe7cf72fb953c1c18f22c3a148f9d5d81800c', '0x3ba0e4978acda2ee2d686aa4a650a117d84c09f2fd088e0321d2021ddcef40e1', '0x89b1f5eb1008607fabb9ed7dedd05af19ccded0d0c05560217d0e257093a13f5', '0x1cd45b3ce89a38b3bda029803f0853d90cadf1405d2af7b79688c6f4e04bc56a', '0xded100e40e2ea725ad8ec00731b5f88c06b9f2593506223f3bbc30848053657b', '0x8790b0cb2acc9a2b373eb2b14da4d747705a705076239755648e1d4134fe467a', '0xc81ba648ebbabe2c0b42c0000555490d45115b462f608bdd5ec6654807f0c953', '0xa2c9e5693339621114399c73cc2652bd84c9b253041f3f2f07ad9aa70c35cfc9', '0x65df0a68b4653b507c495b4172a6cab221da48ec83fb85bf36e3e8a21df63717', '0x9b974e8476247a9ee7de1d8cb543431e1b988d54c5ae50bd43fbb59fefa4f4af', '0xebc0d9a02d422f1214a37dd79892bf7700a6e4ceaf74967faf9593e75e39cb48', '0x60c2251f34384b170714340bc02bbc2112ad839d609b3c2c94846766e742ea2e', '0x9d0333f609dc906b251348f01e4a9f6af1858d4ac7768007b6411b3915928ffc', '0x7bad44659b19f22cfa63514d0e6689363d14cad7b08e2eed57f0643b387cebb6', '0x1142747bf4b3b849cad7e555df2280173b59a79da6fc6ef35b3758433940bde5', '0xccb756f929a35c034ebf9bb4d6c5485090aa83d99bd2455a05d766b40bbba2c2', '0x6abefa8deaadea1f894f38d142c8520ca44de77a1217c309883a72d98a2c5705', '0x2b63fc7db50e6685c26f8e77797f97151712dd840195b86223098f0fa3ead647', '0x15efddefec10d265887e284322b06c0cb770d37d546cf0b646c74cc1c0d180cb', '0x605cd350b306c28afd019f9dad6fc994cabbfa2408c99cb4bc2a5c215bc3c6d3', '0x11952e0a727b8d98cff02f82e591c980f8aeaff270319c5985ca89da3e3015eb', '0xddb8733342b2bf162c5a214ace574b4dd1278b325b45a18cb99e6a6b3ed7c38c', '0x6caf02ca46fbe1f1e04b5bf84078ec478360eb4db001097e977eb21e5458d209', '0xae0e7fbef352197ede353dd101a29efd3acc6e7239096548eb766e7b43c89b2b', '0x93aa1785c7ee3575af0207a743f4e551f1870ce3cc44be2cf58ac9ee49aa4f24', '0xcb215f80fccbb925df08d26d15e513da56fc77038440ec1407dfa3c2d857473a', '0x81ca2c3f2b464db967663005b7e308bf1148690413d8909455de42bcb9ea027c', '0xc741dfa348acaace52461ca5cdec9d176f4b35fef320109a131fa00ee3a2d322', '0xef469caf8f3c11d73b87fb90c550a3a1bcdc15ea9c4ced98fe2655fc66e890cf', '0x17c14cce0536862ba6e519138100717a215c237444cdbb6e5441faabc92b7adb', '0x17d1279a2e35a03808b284c7194c4f098b33a111037f3f8aa376961d94db798d']",1
4889137,30000000,1702616364,72,54834,0.5191255666666666,75053753276,1168869665995910692,0,0,17000018015853232,"['0xea52627a3f200615aa33de1d0a30bcf76d6408d3c22978800023dae4210939f4', '0x182dfd858d6d5c1e3695b0b2a5778691ae08bdf315c28201c90fe27c5e135011', '0xa8499a76776edb523f94eea1828c1db8d97ba02c8632d2ed107afbca7af97e63', '0x3eceb435b911939f5c9faae1e75b5794cacc981c85085e06c471e069e0e8d5fd', '0xbea7d2c53533bc217e3e79dc87454271bc5c7cb7b7f9adb7207fc6ff838242ba', '0x337f741e7b881d78f9a837625e757c774892fdaaebd41545d041927ad3950b56', '0xe7368db7d1e3494cfe1755c5bae834ef99e02257e53bfeda9a241ca09381bebe', '0xa0843bb03c5f4dc446016cc6fe1073d69071c32a936206cb7b5de520662cede4', '0xb58963cddb3cb8acd5b7f9092885bc5ea7491f8cb670c8ba0e3cd701cfda6e1d', '0xe190d2169726da410b5d9e56287bb0933b67a5e70bfcad2cb538cade09b18003', '0x5007de27f117869f1a7ac2f8cf152a77c2abba3fbcd838c18ef2726330a43ecd', '0xd48290bfff0d59c30997b8bad5013b7edc7d11219ba1d21fe66f8ae44dc31f78', '0x486c96ef1e8be218fc736c90b516f1e3858f79574cf2aa15a90248892744a6f1', '0x058b3fd2c77654a9e8e4d12241713786aa9110f8d909ec0434350e47972b03b6', '0x766f697be741b863a25c044524f7ce1a84bb127ee5c2edf6f349bad3f9904830', '0xace3342e45571b5b944fb22519408e4e041c279b3877fdc32b33c649cfc3fdbf', '0x969fdf0ae339cd7513ea79f1c08c174cbea207f92837fbae676879764f10eceb', '0x7aa1ba58f15c628c68fba8d63aad9cfb7af19b82112ebed658840711eb140b31', '0x5d942e837aead9fe30d173d3eb1a2218c1b52d2fbf9ab388e645a4be6046f756', '0x78d93f286a0f439a8c423169b043936ad4d9ef8259ecb9df9ea7079e749dd6ab', '0x6012d9eba12774eb872cca4c64486b41adcccadb95bf8c49c93596f121124e21', '0x31c4af16ec86242ddf2831c0e5e0f915d94c9ea54ed977faa64dbf8f56155309', '0x461b75f27b62cd61cd9652526df97979d7f53c23518046949fa8e63323f09e03', '0x614f05ba000517a2599360a92a8a5fd245884894878e8f5966d76878d26bcc63', '0xafa5328599a223051bdcb057b62e7c0daf9264813fd7be4642e9db97f80031cc', '0xe7e173d2789a5e7c5256859001bc8536dbb8ef591ec2f3e78a32d59bf90c0f4b', '0xe2b0a7860e8aeda2ec154193a37c0d6c2c707907dc7dddf27c476a4204dede4a', '0xe8b844b9307ec3ae4eb03e79262ffbfe99157c97e8d255ee104dfdd5aa503dca', '0x54e2d47c2fd8ec498b74c08007f535b956e7ef380d62b31c08d17976c70c275b', '0x357c407fa795150cbfc74a0a9eb3d837d9d35e6d7d24c0affc5d4d5570094fe3', '0xaf9bc16df7706bc8a81a951d64ac7e6bd27a92a168b8841e24f214f1809ff5b1', '0x0032e3b70310bef1418308e415a410c4e77f580846072e6f09bd297aaafe1672', '0x0e3094f961b52747ef20cbe5583e699b2c32e5b365041a35737d83652f11eb33', '0x7da459945ac017cc21ec7ea89af3399681b3ec3cd5ac638d0d2d5cc15043ed7f', '0xc64d1cb8d700fe430e10e5d406968065190107b46a7aa160b000ec5d8df19cf2', '0xee44e6d6c254f1748477a24e0030fc4b8d34b96212082c2f079a6fd65c1ce39d', '0x2ca4b46d82b1886ab5d73a5723ff31b732a7d7906e11e4dc11c83de822fd71ee', '0x6fc9cbafa6c416f8bec324a963297cbf0419914dadae131ba7bdcde53315662b', '0x8fc2f84db81200e4a0d23a50f06ca700e5183fd57f9f4df899a0a31b64ac13c5', '0x1788c3861585b8d58d45c42ee1d07a20cb5deebdd3a55f45450b5e9c901617b8', '0x4f9c01be81ef0c87e3a67649dbed816eafea2b785ccda6e3cef286d2e33ba8d6', '0x2584c31338cb689cd2106f1f261274c15b7db405d4b667caaef9317a2e21bc35', '0x447259f7c934207d8fdcafb27e5f1d88cc51062bd0f48668b533152fabe38202', '0xb4c82eaaa83f3bdaa0bd51ecf98332858f8fe4d3f55869137668b97afdbe6e38', '0x2525f0c534d6532a162e74c25b21314f7d2032f1832928796da22f03409bd6c1', '0xc04df2e7d15d5e25e0461b547bb98471d173e05009932c2ccece77e3f2c3688f', '0x46e035eb032acde32ca5bafc0ce456afb58b23f87471d60f5d89a65e967a384d', '0x52a23138bf5a5a5dae037c8b6948412361f8fe6e3e641fc0dc9da859bf22e59f', '0x0a5299b8ef83298c73ef564cf7ffcfc9647bcdba35f2ccded78a361749668e0b', '0x65dd46f485a9a741fa199780bb2f556bc9a86f9c4078e87f7917536baf0dcf07', '0x0a5a7a7d845e5d90f36ae4c252e0252f8f9d7d5cccb86fad90e21d86fdff98b3', '0x10acb134c92a4e678690f9c2ca101061d965e7d0732f1669cc173bdc1e023f99', '0xa969bcd4d2e938e14576e5cb7db62db9c13db1b1c46a835d0a5f4ce13cff5925', '0x0bce87f0172d943db0d7bcbaae3eddd9ddce84851d8b1ae2b58377b032453101', '0xea8afd265d35417a92e874189efb3b136b3a2bce09c316a8352be5ddf58f8d7f', '0x70adc0cc219fcefb4d1f9980d69c03a59f84d82efffbaa339438012efa971730', '0x46ae7608aafad70251fe5e216f35f42ad1aa45577314717e913ef09dfeaf5692', '0x746cef6fb8119c1aa67ef5d718161a4d1f71c75ecdb931cae5e1207680e73ace', '0xba131ddc1fc0dd564f0ef4649da1fa2ddf7dcb7079a4100256863a5d5166c1fe', '0x003ad57f13e067503d077468ebd947b42fe028fa5c19325fbb2fff2239ffb501', '0xb6c7d9468fd75bfaf6639cd01fd2197ece960c7f1c5e672c5bee6e1cc87cbbc3', '0x943a465d69d11cc92fe8e98bd8b2754bcebb33aec124c1732509119b2cb9ea1a', '0x9d469459125e970eb07fa884839d4bfd6638f7a003672293df4902779b8abab1', '0xfc0d1607938528a5a20ade88377f5daf530f14cb3748cecf2bcf0fe61760cc43', '0x74c50e213990bec518b6418bd988cff3fd631d9e2e48d27e8dade68188a868ed', '0x2b6d1021bf8c9a52bfc9d30e10673c9ed9b10ddc963d64206af75556ac9a0df8', '0xe1687fb06113d02ce5d796fef603ab01fffa0453bfdb4667819983b033aed87a', '0x4f3e887abb4b06a49f979a99864588cf5f2af76fa948fad08a2acf4d51557d30', '0x10c288eb67f58950465c894ef49fc940c809148640061b763557245bf4f25459', '0xebbef43f60fc61b4612ea5c66fe6251b40276442a74dd4ee05171c560819b758', '0xea220b7e26b9bccc58efd443b66e17c991e9fb172ff17344e9417c49d7309547', '0x93e993dcb4d1fa82172985fc4aceef018c27aac69ca772f998639a8524266113']",2
